date,country,medicine,pricing_history
2022-02-28,SSD,Amoxicillin Tablet 500mg,0.06375008706594235
2022-03-31,SSD,Amoxicillin Tablet 500mg,0.06341712964671176
2022-04-30,SSD,Amoxicillin Tablet 500mg,0.06308197774783568
2022-05-31,SSD,Amoxicillin Tablet 500mg,0.06272202340276745
2022-06-30,SSD,Amoxicillin Tablet 500mg,0.06236023628065692
2022-07-31,SSD,Amoxicillin Tablet 500mg,0.06197223273340847
2022-08-31,SSD,Amoxicillin Tablet 500mg,0.06156957140938302
2022-09-30,SSD,Amoxicillin Tablet 500mg,0.0611656870303479
2022-10-31,SSD,Amoxicillin Tablet 500mg,0.060733389464412486
2022-11-30,SSD,Amoxicillin Tablet 500mg,0.06030031568529876
2022-12-31,SSD,Amoxicillin Tablet 500mg,0.059837329601110836
2023-01-31,SSD,Amoxicillin Tablet 500mg,0.05935834444837146
2023-02-28,SSD,Amoxicillin Tablet 500mg,0.05891173510407482
2023-03-31,SSD,Amoxicillin Tablet 500mg,0.0584015492932129
2023-04-30,SSD,Amoxicillin Tablet 500mg,0.05789183939874677
2023-05-31,SSD,Amoxicillin Tablet 500mg,0.057348360254423726
2023-06-30,SSD,Amoxicillin Tablet 500mg,0.05680592183902301
2023-07-31,SSD,Amoxicillin Tablet 500mg,0.05622809708489629
2023-08-31,SSD,Amoxicillin Tablet 500mg,0.055632414740282264
2023-09-30,SSD,Amoxicillin Tablet 500mg,0.05503868917634363
2023-10-31,SSD,Amoxicillin Tablet 500mg,0.05440707418219617
2023-11-30,SSD,Amoxicillin Tablet 500mg,0.053778065920478776
2023-12-31,SSD,Amoxicillin Tablet 500mg,0.05310946600045533
2024-01-31,SSD,Amoxicillin Tablet 500mg,0.05242166719817014
2024-02-29,SSD,Amoxicillin Tablet 500mg,0.05176062089043166
2024-03-31,SSD,Amoxicillin Tablet 500mg,0.05103489093366467
2024-04-30,SSD,Amoxicillin Tablet 500mg,0.05031353493442493
2024-05-31,SSD,Amoxicillin Tablet 500mg,0.049548197986141504
2018-01-31,SDN,Amoxicillin Tablet 500mg,0.06788143706599382
2018-02-28,SDN,Amoxicillin Tablet 500mg,0.06788118146890249
2018-03-31,SDN,Amoxicillin Tablet 500mg,0.067880406283513
2018-04-30,SDN,Amoxicillin Tablet 500mg,0.06787891600493108
2018-05-31,SDN,Amoxicillin Tablet 500mg,0.06787634677462968
2018-06-30,SDN,Amoxicillin Tablet 500mg,0.0678726111575802
2018-07-31,SDN,Amoxicillin Tablet 500mg,0.06786719560602436
2018-08-31,SDN,Amoxicillin Tablet 500mg,0.06785993029914558
2018-09-30,SDN,Amoxicillin Tablet 500mg,0.06785088216941003
2018-10-31,SDN,Amoxicillin Tablet 500mg,0.06783918350154705
2018-11-30,SDN,Amoxicillin Tablet 500mg,0.06782533585649975
2018-12-31,SDN,Amoxicillin Tablet 500mg,0.06780815155131001
2019-01-31,SDN,Amoxicillin Tablet 500mg,0.06778777619902288
2019-02-28,SDN,Amoxicillin Tablet 500mg,0.06776640382924613
2019-03-31,SDN,Amoxicillin Tablet 500mg,0.06773920437579746
2019-04-30,SDN,Amoxicillin Tablet 500mg,0.06770909557605014
2019-05-31,SDN,Amoxicillin Tablet 500mg,0.06767380567006609
2019-06-30,SDN,Amoxicillin Tablet 500mg,0.06763535823415105
2019-07-31,SDN,Amoxicillin Tablet 500mg,0.06759092559928906
2019-08-31,SDN,Amoxicillin Tablet 500mg,0.06754144339539385
2019-09-30,SDN,Amoxicillin Tablet 500mg,0.06748849355517943
2019-10-31,SDN,Amoxicillin Tablet 500mg,0.06742828158267654
2019-11-30,SDN,Amoxicillin Tablet 500mg,0.06736443892945022
2019-12-31,SDN,Amoxicillin Tablet 500mg,0.06729244491199711
2020-01-31,SDN,Amoxicillin Tablet 500mg,0.0672140600337363
2020-02-29,SDN,Amoxicillin Tablet 500mg,0.06713470581378449
2020-03-31,SDN,Amoxicillin Tablet 500mg,0.06704317949998526
2020-04-30,SDN,Amoxicillin Tablet 500mg,0.0669477639040655
2020-05-31,SDN,Amoxicillin Tablet 500mg,0.06684183347967557
2020-06-30,SDN,Amoxicillin Tablet 500mg,0.06673196925592163
2020-07-31,SDN,Amoxicillin Tablet 500mg,0.06661058244459847
2020-08-31,SDN,Amoxicillin Tablet 500mg,0.06648093748391888
2020-09-30,SDN,Amoxicillin Tablet 500mg,0.066347355786467
2020-10-31,SDN,Amoxicillin Tablet 500mg,0.0662006673991244
2020-11-30,SDN,Amoxicillin Tablet 500mg,0.06605008289699418
2020-12-31,SDN,Amoxicillin Tablet 500mg,0.06588529880664604
2021-01-31,SDN,Amoxicillin Tablet 500mg,0.06571091527516701
2021-02-28,SDN,Amoxicillin Tablet 500mg,0.06554493059216422
2021-03-31,SDN,Amoxicillin Tablet 500mg,0.0653515263386212
2021-04-30,SDN,Amoxicillin Tablet 500mg,0.06515447253926057
2021-05-31,SDN,Amoxicillin Tablet 500mg,0.06494036776750338
2021-06-30,SDN,Amoxicillin Tablet 500mg,0.06472277204260846
2021-07-31,SDN,Amoxicillin Tablet 500mg,0.06448691447629452
2021-08-31,SDN,Amoxicillin Tablet 500mg,0.06423959894691388
2021-09-30,SDN,Amoxicillin Tablet 500mg,0.06398909585670769
2021-10-31,SDN,Amoxicillin Tablet 500mg,0.06371844049304055
2021-11-30,SDN,Amoxicillin Tablet 500mg,0.06344484130045588
2021-12-31,SDN,Amoxicillin Tablet 500mg,0.06314979382615973
2022-01-31,SDN,Amoxicillin Tablet 500mg,0.06284194709702241
2022-02-28,SDN,Amoxicillin Tablet 500mg,0.06255266470154083
2022-03-31,SDN,Amoxicillin Tablet 500mg,0.062219707282310244
2022-04-30,SDN,Amoxicillin Tablet 500mg,0.06188455538343418
2022-05-31,SDN,Amoxicillin Tablet 500mg,0.061524601038365934
2022-06-30,SDN,Amoxicillin Tablet 500mg,0.061162813916255415
2022-07-31,SDN,Amoxicillin Tablet 500mg,0.06077481036900696
2022-08-31,SDN,Amoxicillin Tablet 500mg,0.06037214904498152
2022-09-30,SDN,Amoxicillin Tablet 500mg,0.0599682646659464
2022-10-31,SDN,Amoxicillin Tablet 500mg,0.05953596710001098
2022-11-30,SDN,Amoxicillin Tablet 500mg,0.05910289332089726
2022-12-31,SDN,Amoxicillin Tablet 500mg,0.05863990723670934
2023-01-31,SDN,Amoxicillin Tablet 500mg,0.05816092208396996
2023-02-28,SDN,Amoxicillin Tablet 500mg,0.05771431273967331
2023-03-31,SDN,Amoxicillin Tablet 500mg,0.0572041269288114
2023-04-30,SDN,Amoxicillin Tablet 500mg,0.056694417034345274
2023-05-31,SDN,Amoxicillin Tablet 500mg,0.05615093789002222
2023-06-30,SDN,Amoxicillin Tablet 500mg,0.055608499474621514
2023-07-31,SDN,Amoxicillin Tablet 500mg,0.05503067472049479
2023-08-31,SDN,Amoxicillin Tablet 500mg,0.05443499237588076
2023-09-30,SDN,Amoxicillin Tablet 500mg,0.05384126681194212
2023-10-31,SDN,Amoxicillin Tablet 500mg,0.05320965181779466
2023-11-30,SDN,Amoxicillin Tablet 500mg,0.05258064355607728
2023-12-31,SDN,Amoxicillin Tablet 500mg,0.051912043636053826
2024-01-31,SDN,Amoxicillin Tablet 500mg,0.05122424483376864
2024-02-29,SDN,Amoxicillin Tablet 500mg,0.050563198526030154
2024-03-31,SDN,Amoxicillin Tablet 500mg,0.049837468569263174
2024-04-30,SDN,Amoxicillin Tablet 500mg,0.049116112570023435
2024-05-31,SDN,Amoxicillin Tablet 500mg,0.048350775621740005
2018-01-31,SWZ,Amoxicillin Tablet 500mg,0.06667713525447386
2018-02-28,SWZ,Amoxicillin Tablet 500mg,0.06667687965738252
2018-03-31,SWZ,Amoxicillin Tablet 500mg,0.06667610447199301
2018-04-30,SWZ,Amoxicillin Tablet 500mg,0.06667461419341111
2018-05-31,SWZ,Amoxicillin Tablet 500mg,0.06667204496310972
2018-06-30,SWZ,Amoxicillin Tablet 500mg,0.06666830934606023
2018-07-31,SWZ,Amoxicillin Tablet 500mg,0.06666289379450438
2018-08-31,SWZ,Amoxicillin Tablet 500mg,0.0666556284876256
2018-09-30,SWZ,Amoxicillin Tablet 500mg,0.06664658035789005
2018-10-31,SWZ,Amoxicillin Tablet 500mg,0.06663488169002707
2018-11-30,SWZ,Amoxicillin Tablet 500mg,0.06662103404497977
2018-12-31,SWZ,Amoxicillin Tablet 500mg,0.06660384973979003
2019-01-31,SWZ,Amoxicillin Tablet 500mg,0.06658347438750291
2019-02-28,SWZ,Amoxicillin Tablet 500mg,0.06656210201772617
2019-03-31,SWZ,Amoxicillin Tablet 500mg,0.06653490256427748
2019-04-30,SWZ,Amoxicillin Tablet 500mg,0.06650479376453017
2019-05-31,SWZ,Amoxicillin Tablet 500mg,0.06646950385854611
2019-06-30,SWZ,Amoxicillin Tablet 500mg,0.06643105642263107
2019-07-31,SWZ,Amoxicillin Tablet 500mg,0.06638662378776909
2019-08-31,SWZ,Amoxicillin Tablet 500mg,0.06633714158387388
2019-09-30,SWZ,Amoxicillin Tablet 500mg,0.06628419174365946
2019-10-31,SWZ,Amoxicillin Tablet 500mg,0.06622397977115657
2019-11-30,SWZ,Amoxicillin Tablet 500mg,0.06616013711793026
2019-12-31,SWZ,Amoxicillin Tablet 500mg,0.06608814310047713
2020-01-31,SWZ,Amoxicillin Tablet 500mg,0.06600975822221633
2020-02-29,SWZ,Amoxicillin Tablet 500mg,0.0659304040022645
2020-03-31,SWZ,Amoxicillin Tablet 500mg,0.06583887768846529
2020-04-30,SWZ,Amoxicillin Tablet 500mg,0.06574346209254552
2020-05-31,SWZ,Amoxicillin Tablet 500mg,0.0656375316681556
2020-06-30,SWZ,Amoxicillin Tablet 500mg,0.06552766744440167
2020-07-31,SWZ,Amoxicillin Tablet 500mg,0.0654062806330785
2020-08-31,SWZ,Amoxicillin Tablet 500mg,0.0652766356723989
2020-09-30,SWZ,Amoxicillin Tablet 500mg,0.06514305397494702
2020-10-31,SWZ,Amoxicillin Tablet 500mg,0.06499636558760442
2020-11-30,SWZ,Amoxicillin Tablet 500mg,0.06484578108547422
2020-12-31,SWZ,Amoxicillin Tablet 500mg,0.06468099699512607
2021-01-31,SWZ,Amoxicillin Tablet 500mg,0.06450661346364704
2021-02-28,SWZ,Amoxicillin Tablet 500mg,0.06434062878064425
2021-03-31,SWZ,Amoxicillin Tablet 500mg,0.06414722452710121
2021-04-30,SWZ,Amoxicillin Tablet 500mg,0.0639501707277406
2021-05-31,SWZ,Amoxicillin Tablet 500mg,0.0637360659559834
2021-06-30,SWZ,Amoxicillin Tablet 500mg,0.06351847023108848
2021-07-31,SWZ,Amoxicillin Tablet 500mg,0.06328261266477454
2021-08-31,SWZ,Amoxicillin Tablet 500mg,0.06303529713539391
2021-09-30,SWZ,Amoxicillin Tablet 500mg,0.0627847940451877
2021-10-31,SWZ,Amoxicillin Tablet 500mg,0.06251413868152059
2021-11-30,SWZ,Amoxicillin Tablet 500mg,0.06224053948893592
2021-12-31,SWZ,Amoxicillin Tablet 500mg,0.06194549201463975
2022-01-31,SWZ,Amoxicillin Tablet 500mg,0.06163764528550243
2022-02-28,SWZ,Amoxicillin Tablet 500mg,0.061348362890020866
2022-03-31,SWZ,Amoxicillin Tablet 500mg,0.06101540547079028
2022-04-30,SWZ,Amoxicillin Tablet 500mg,0.0606802535719142
2022-05-31,SWZ,Amoxicillin Tablet 500mg,0.060320299226845966
2022-06-30,SWZ,Amoxicillin Tablet 500mg,0.05995851210473545
2022-07-31,SWZ,Amoxicillin Tablet 500mg,0.059570508557486995
2022-08-31,SWZ,Amoxicillin Tablet 500mg,0.05916784723346154
2022-09-30,SWZ,Amoxicillin Tablet 500mg,0.05876396285442642
2022-10-31,SWZ,Amoxicillin Tablet 500mg,0.058331665288491014
2022-11-30,SWZ,Amoxicillin Tablet 500mg,0.05789859150937729
2022-12-31,SWZ,Amoxicillin Tablet 500mg,0.05743560542518936
2023-01-31,SWZ,Amoxicillin Tablet 500mg,0.05695662027244998
2023-02-28,SWZ,Amoxicillin Tablet 500mg,0.056510010928153345
2023-03-31,SWZ,Amoxicillin Tablet 500mg,0.05599982511729143
2023-04-30,SWZ,Amoxicillin Tablet 500mg,0.05549011522282529
2023-05-31,SWZ,Amoxicillin Tablet 500mg,0.05494663607850225
2023-06-30,SWZ,Amoxicillin Tablet 500mg,0.05440419766310153
2023-07-31,SWZ,Amoxicillin Tablet 500mg,0.05382637290897481
2023-08-31,SWZ,Amoxicillin Tablet 500mg,0.05323069056436079
2023-09-30,SWZ,Amoxicillin Tablet 500mg,0.052636965000422156
2023-10-31,SWZ,Amoxicillin Tablet 500mg,0.052005350006274695
2023-11-30,SWZ,Amoxicillin Tablet 500mg,0.0513763417445573
2023-12-31,SWZ,Amoxicillin Tablet 500mg,0.05070774182453386
2024-01-31,SWZ,Amoxicillin Tablet 500mg,0.05001994302224866
2024-02-29,SWZ,Amoxicillin Tablet 500mg,0.049358896714510186
2024-03-31,SWZ,Amoxicillin Tablet 500mg,0.04863316675774319
2024-04-30,SWZ,Amoxicillin Tablet 500mg,0.047911810758503454
2024-05-31,SWZ,Amoxicillin Tablet 500mg,0.047146473810220024
2018-01-31,TZA,Amoxicillin Tablet 500mg,0.0489876801121562
2018-02-28,TZA,Amoxicillin Tablet 500mg,0.04898742451506486
2018-03-31,TZA,Amoxicillin Tablet 500mg,0.048986649329675364
2018-04-30,TZA,Amoxicillin Tablet 500mg,0.048985159051093456
2018-05-31,TZA,Amoxicillin Tablet 500mg,0.04898258982079206
2018-06-30,TZA,Amoxicillin Tablet 500mg,0.048978854203742574
2018-07-31,TZA,Amoxicillin Tablet 500mg,0.04897343865218673
2018-08-31,TZA,Amoxicillin Tablet 500mg,0.04896617334530795
2018-09-30,TZA,Amoxicillin Tablet 500mg,0.0489571252155724
2018-10-31,TZA,Amoxicillin Tablet 500mg,0.04894542654770942
2018-11-30,TZA,Amoxicillin Tablet 500mg,0.048931578902662115
2018-12-31,TZA,Amoxicillin Tablet 500mg,0.04891439459747238
2019-01-31,TZA,Amoxicillin Tablet 500mg,0.04889401924518525
2019-02-28,TZA,Amoxicillin Tablet 500mg,0.04887264687540851
2019-03-31,TZA,Amoxicillin Tablet 500mg,0.04884544742195983
2019-04-30,TZA,Amoxicillin Tablet 500mg,0.04881533862221251
2019-05-31,TZA,Amoxicillin Tablet 500mg,0.04878004871622846
2019-06-30,TZA,Amoxicillin Tablet 500mg,0.04874160128031342
2019-07-31,TZA,Amoxicillin Tablet 500mg,0.048697168645451434
2019-08-31,TZA,Amoxicillin Tablet 500mg,0.048647686441556225
2019-09-30,TZA,Amoxicillin Tablet 500mg,0.0485947366013418
2019-10-31,TZA,Amoxicillin Tablet 500mg,0.048534524628838914
2019-11-30,TZA,Amoxicillin Tablet 500mg,0.0484706819756126
2019-12-31,TZA,Amoxicillin Tablet 500mg,0.04839868795815948
2020-01-31,TZA,Amoxicillin Tablet 500mg,0.04832030307989867
2020-02-29,TZA,Amoxicillin Tablet 500mg,0.048240948859946856
2020-03-31,TZA,Amoxicillin Tablet 500mg,0.04814942254614763
2020-04-30,TZA,Amoxicillin Tablet 500mg,0.048054006950227865
2020-05-31,TZA,Amoxicillin Tablet 500mg,0.04794807652583794
2020-06-30,TZA,Amoxicillin Tablet 500mg,0.04783821230208401
2020-07-31,TZA,Amoxicillin Tablet 500mg,0.047716825490760846
2020-08-31,TZA,Amoxicillin Tablet 500mg,0.04758718053008125
2020-09-30,TZA,Amoxicillin Tablet 500mg,0.04745359883262937
2020-10-31,TZA,Amoxicillin Tablet 500mg,0.04730691044528677
2020-11-30,TZA,Amoxicillin Tablet 500mg,0.04715632594315656
2020-12-31,TZA,Amoxicillin Tablet 500mg,0.04699154185280841
2021-01-31,TZA,Amoxicillin Tablet 500mg,0.046817158321329384
2021-02-28,TZA,Amoxicillin Tablet 500mg,0.0466511736383266
2021-03-31,TZA,Amoxicillin Tablet 500mg,0.04645776938478356
2021-04-30,TZA,Amoxicillin Tablet 500mg,0.04626071558542295
2021-05-31,TZA,Amoxicillin Tablet 500mg,0.04604661081366575
2021-06-30,TZA,Amoxicillin Tablet 500mg,0.045829015088770825
2021-07-31,TZA,Amoxicillin Tablet 500mg,0.04559315752245689
2021-08-31,TZA,Amoxicillin Tablet 500mg,0.04534584199307625
2021-09-30,TZA,Amoxicillin Tablet 500mg,0.045095338902870055
2021-10-31,TZA,Amoxicillin Tablet 500mg,0.04482468353920293
2021-11-30,TZA,Amoxicillin Tablet 500mg,0.04455108434661826
2021-12-31,TZA,Amoxicillin Tablet 500mg,0.0442560368723221
2022-01-31,TZA,Amoxicillin Tablet 500mg,0.04394819014318478
2022-02-28,TZA,Amoxicillin Tablet 500mg,0.04365890774770321
2022-03-31,TZA,Amoxicillin Tablet 500mg,0.04332595032847262
2022-04-30,TZA,Amoxicillin Tablet 500mg,0.04299079842959655
2022-05-31,TZA,Amoxicillin Tablet 500mg,0.04263084408452831
2022-06-30,TZA,Amoxicillin Tablet 500mg,0.04226905696241779
2022-07-31,TZA,Amoxicillin Tablet 500mg,0.04188105341516934
2022-08-31,TZA,Amoxicillin Tablet 500mg,0.04147839209114389
2022-09-30,TZA,Amoxicillin Tablet 500mg,0.04107450771210877
2022-10-31,TZA,Amoxicillin Tablet 500mg,0.040642210146173356
2022-11-30,TZA,Amoxicillin Tablet 500mg,0.04020913636705963
2022-12-31,TZA,Amoxicillin Tablet 500mg,0.039746150282871706
2023-01-31,TZA,Amoxicillin Tablet 500mg,0.03926716513013233
2023-02-28,TZA,Amoxicillin Tablet 500mg,0.03882055578583569
2023-03-31,TZA,Amoxicillin Tablet 500mg,0.03831036997497377
2023-04-30,TZA,Amoxicillin Tablet 500mg,0.03780066008050764
2023-05-31,TZA,Amoxicillin Tablet 500mg,0.037257180936184596
2023-06-30,TZA,Amoxicillin Tablet 500mg,0.03671474252078388
2023-07-31,TZA,Amoxicillin Tablet 500mg,0.03613691776665716
2023-08-31,TZA,Amoxicillin Tablet 500mg,0.035541235422043134
2023-09-30,TZA,Amoxicillin Tablet 500mg,0.0349475098581045
2023-10-31,TZA,Amoxicillin Tablet 500mg,0.03431589486395704
2023-11-30,TZA,Amoxicillin Tablet 500mg,0.033686886602239646
2023-12-31,TZA,Amoxicillin Tablet 500mg,0.0330182866822162
2024-01-31,TZA,Amoxicillin Tablet 500mg,0.03233048787993101
2024-02-29,TZA,Amoxicillin Tablet 500mg,0.03166944157219253
2024-03-31,TZA,Amoxicillin Tablet 500mg,0.030943711615425546
2024-04-30,TZA,Amoxicillin Tablet 500mg,0.030222355616185807
2024-05-31,TZA,Amoxicillin Tablet 500mg,0.029457018667902377
2018-01-31,TGO,Amoxicillin Tablet 500mg,0.06969174211070792
2018-02-28,TGO,Amoxicillin Tablet 500mg,0.06969148651361658
2018-03-31,TGO,Amoxicillin Tablet 500mg,0.06969071132822707
2018-04-30,TGO,Amoxicillin Tablet 500mg,0.06968922104964517
2018-05-31,TGO,Amoxicillin Tablet 500mg,0.06968665181934378
2018-06-30,TGO,Amoxicillin Tablet 500mg,0.06968291620229429
2018-07-31,TGO,Amoxicillin Tablet 500mg,0.06967750065073844
2018-08-31,TGO,Amoxicillin Tablet 500mg,0.06967023534385966
2018-09-30,TGO,Amoxicillin Tablet 500mg,0.0696611872141241
2018-10-31,TGO,Amoxicillin Tablet 500mg,0.06964948854626113
2018-11-30,TGO,Amoxicillin Tablet 500mg,0.06963564090121382
2018-12-31,TGO,Amoxicillin Tablet 500mg,0.06961845659602409
2019-01-31,TGO,Amoxicillin Tablet 500mg,0.06959808124373697
2019-02-28,TGO,Amoxicillin Tablet 500mg,0.06957670887396022
2019-03-31,TGO,Amoxicillin Tablet 500mg,0.06954950942051154
2019-04-30,TGO,Amoxicillin Tablet 500mg,0.06951940062076423
2019-05-31,TGO,Amoxicillin Tablet 500mg,0.06948411071478017
2019-06-30,TGO,Amoxicillin Tablet 500mg,0.06944566327886513
2019-07-31,TGO,Amoxicillin Tablet 500mg,0.06940123064400315
2019-08-31,TGO,Amoxicillin Tablet 500mg,0.06935174844010794
2019-09-30,TGO,Amoxicillin Tablet 500mg,0.06929879859989352
2019-10-31,TGO,Amoxicillin Tablet 500mg,0.06923858662739063
2019-11-30,TGO,Amoxicillin Tablet 500mg,0.06917474397416432
2019-12-31,TGO,Amoxicillin Tablet 500mg,0.06910274995671119
2020-01-31,TGO,Amoxicillin Tablet 500mg,0.06902436507845039
2020-02-29,TGO,Amoxicillin Tablet 500mg,0.06894501085849856
2020-03-31,TGO,Amoxicillin Tablet 500mg,0.06885348454469935
2020-04-30,TGO,Amoxicillin Tablet 500mg,0.06875806894877957
2020-05-31,TGO,Amoxicillin Tablet 500mg,0.06865213852438966
2020-06-30,TGO,Amoxicillin Tablet 500mg,0.06854227430063572
2020-07-31,TGO,Amoxicillin Tablet 500mg,0.06842088748931256
2020-08-31,TGO,Amoxicillin Tablet 500mg,0.06829124252863296
2020-09-30,TGO,Amoxicillin Tablet 500mg,0.06815766083118108
2020-10-31,TGO,Amoxicillin Tablet 500mg,0.06801097244383848
2020-11-30,TGO,Amoxicillin Tablet 500mg,0.06786038794170828
2020-12-31,TGO,Amoxicillin Tablet 500mg,0.06769560385136013
2021-01-31,TGO,Amoxicillin Tablet 500mg,0.0675212203198811
2021-02-28,TGO,Amoxicillin Tablet 500mg,0.06735523563687831
2021-03-31,TGO,Amoxicillin Tablet 500mg,0.06716183138333527
2021-04-30,TGO,Amoxicillin Tablet 500mg,0.06696477758397466
2021-05-31,TGO,Amoxicillin Tablet 500mg,0.06675067281221746
2021-06-30,TGO,Amoxicillin Tablet 500mg,0.06653307708732253
2021-07-31,TGO,Amoxicillin Tablet 500mg,0.0662972195210086
2021-08-31,TGO,Amoxicillin Tablet 500mg,0.06604990399162797
2021-09-30,TGO,Amoxicillin Tablet 500mg,0.06579940090142176
2021-10-31,TGO,Amoxicillin Tablet 500mg,0.06552874553775465
2021-11-30,TGO,Amoxicillin Tablet 500mg,0.06525514634516998
2021-12-31,TGO,Amoxicillin Tablet 500mg,0.06496009887087381
2022-01-31,TGO,Amoxicillin Tablet 500mg,0.06465225214173649
2022-02-28,TGO,Amoxicillin Tablet 500mg,0.06436296974625492
2022-03-31,TGO,Amoxicillin Tablet 500mg,0.06403001232702434
2022-04-30,TGO,Amoxicillin Tablet 500mg,0.06369486042814826
2022-05-31,TGO,Amoxicillin Tablet 500mg,0.06333490608308003
2022-06-30,TGO,Amoxicillin Tablet 500mg,0.0629731189609695
2022-07-31,TGO,Amoxicillin Tablet 500mg,0.06258511541372105
2022-08-31,TGO,Amoxicillin Tablet 500mg,0.062182454089695596
2022-09-30,TGO,Amoxicillin Tablet 500mg,0.06177856971066048
2022-10-31,TGO,Amoxicillin Tablet 500mg,0.06134627214472507
2022-11-30,TGO,Amoxicillin Tablet 500mg,0.06091319836561135
2022-12-31,TGO,Amoxicillin Tablet 500mg,0.060450212281423416
2023-01-31,TGO,Amoxicillin Tablet 500mg,0.05997122712868404
2023-02-28,TGO,Amoxicillin Tablet 500mg,0.059524617784387404
2023-03-31,TGO,Amoxicillin Tablet 500mg,0.05901443197352549
2023-04-30,TGO,Amoxicillin Tablet 500mg,0.05850472207905935
2023-05-31,TGO,Amoxicillin Tablet 500mg,0.05796124293473631
2023-06-30,TGO,Amoxicillin Tablet 500mg,0.05741880451933559
2023-07-31,TGO,Amoxicillin Tablet 500mg,0.05684097976520887
2023-08-31,TGO,Amoxicillin Tablet 500mg,0.05624529742059485
2023-09-30,TGO,Amoxicillin Tablet 500mg,0.055651571856656215
2023-10-31,TGO,Amoxicillin Tablet 500mg,0.055019956862508754
2023-11-30,TGO,Amoxicillin Tablet 500mg,0.054390948600791356
2023-12-31,TGO,Amoxicillin Tablet 500mg,0.05372234868076792
2024-01-31,TGO,Amoxicillin Tablet 500mg,0.05303454987848272
2024-02-29,TGO,Amoxicillin Tablet 500mg,0.052373503570744245
2024-03-31,TGO,Amoxicillin Tablet 500mg,0.05164777361397725
2024-04-30,TGO,Amoxicillin Tablet 500mg,0.05092641761473751
2024-05-31,TGO,Amoxicillin Tablet 500mg,0.05016108066645408
2018-01-31,TUN,Amoxicillin Tablet 500mg,0.04196092017804384
2018-02-28,TUN,Amoxicillin Tablet 500mg,0.0419606645809525
2018-03-31,TUN,Amoxicillin Tablet 500mg,0.041959889395563006
2018-04-30,TUN,Amoxicillin Tablet 500mg,0.0419583991169811
2018-05-31,TUN,Amoxicillin Tablet 500mg,0.0419558298866797
2018-06-30,TUN,Amoxicillin Tablet 500mg,0.041952094269630216
2018-07-31,TUN,Amoxicillin Tablet 500mg,0.04194667871807437
2018-08-31,TUN,Amoxicillin Tablet 500mg,0.04193941341119559
2018-09-30,TUN,Amoxicillin Tablet 500mg,0.04193036528146004
2018-10-31,TUN,Amoxicillin Tablet 500mg,0.04191866661359706
2018-11-30,TUN,Amoxicillin Tablet 500mg,0.04190481896854976
2018-12-31,TUN,Amoxicillin Tablet 500mg,0.04188763466336002
2019-01-31,TUN,Amoxicillin Tablet 500mg,0.041867259311072894
2019-02-28,TUN,Amoxicillin Tablet 500mg,0.04184588694129615
2019-03-31,TUN,Amoxicillin Tablet 500mg,0.04181868748784747
2019-04-30,TUN,Amoxicillin Tablet 500mg,0.04178857868810015
2019-05-31,TUN,Amoxicillin Tablet 500mg,0.0417532887821161
2019-06-30,TUN,Amoxicillin Tablet 500mg,0.04171484134620106
2019-07-31,TUN,Amoxicillin Tablet 500mg,0.04167040871133908
2019-08-31,TUN,Amoxicillin Tablet 500mg,0.04162092650744387
2019-09-30,TUN,Amoxicillin Tablet 500mg,0.041567976667229445
2019-10-31,TUN,Amoxicillin Tablet 500mg,0.04150776469472656
2019-11-30,TUN,Amoxicillin Tablet 500mg,0.04144392204150024
2019-12-31,TUN,Amoxicillin Tablet 500mg,0.04137192802404712
2020-01-31,TUN,Amoxicillin Tablet 500mg,0.041293543145786316
2020-02-29,TUN,Amoxicillin Tablet 500mg,0.0412141889258345
2020-03-31,TUN,Amoxicillin Tablet 500mg,0.041122662612035274
2020-04-30,TUN,Amoxicillin Tablet 500mg,0.04102724701611551
2020-05-31,TUN,Amoxicillin Tablet 500mg,0.040921316591725584
2020-06-30,TUN,Amoxicillin Tablet 500mg,0.04081145236797165
2020-07-31,TUN,Amoxicillin Tablet 500mg,0.04069006555664849
2020-08-31,TUN,Amoxicillin Tablet 500mg,0.04056042059596889
2020-09-30,TUN,Amoxicillin Tablet 500mg,0.04042683889851701
2020-10-31,TUN,Amoxicillin Tablet 500mg,0.040280150511174416
2020-11-30,TUN,Amoxicillin Tablet 500mg,0.0401295660090442
2020-12-31,TUN,Amoxicillin Tablet 500mg,0.039964781918696055
2021-01-31,TUN,Amoxicillin Tablet 500mg,0.03979039838721703
2021-02-28,TUN,Amoxicillin Tablet 500mg,0.03962441370421424
2021-03-31,TUN,Amoxicillin Tablet 500mg,0.039431009450671205
2021-04-30,TUN,Amoxicillin Tablet 500mg,0.03923395565131059
2021-05-31,TUN,Amoxicillin Tablet 500mg,0.03901985087955339
2021-06-30,TUN,Amoxicillin Tablet 500mg,0.03880225515465847
2021-07-31,TUN,Amoxicillin Tablet 500mg,0.038566397588344535
2021-08-31,TUN,Amoxicillin Tablet 500mg,0.038319082058963894
2021-09-30,TUN,Amoxicillin Tablet 500mg,0.0380685789687577
2021-10-31,TUN,Amoxicillin Tablet 500mg,0.03779792360509057
2021-11-30,TUN,Amoxicillin Tablet 500mg,0.0375243244125059
2021-12-31,TUN,Amoxicillin Tablet 500mg,0.037229276938209745
2022-01-31,TUN,Amoxicillin Tablet 500mg,0.036921430209072424
2022-02-28,TUN,Amoxicillin Tablet 500mg,0.03663214781359085
